Date,Adj Close,ValType
2017-01-03,30.431575775146484,Adj Close
2017-01-04,32.11116027832031,Adj Close
2017-01-05,31.505117416381836,Adj Close
2017-01-06,31.158809661865234,Adj Close
2017-01-09,31.176124572753906,Adj Close
2017-01-10,32.33625030517578,Adj Close
2017-01-11,32.855709075927734,Adj Close
2017-01-12,32.47477340698242,Adj Close
2017-01-13,32.32759475708008,Adj Close
2017-01-17,32.30162048339844,Adj Close
2017-01-18,32.440147399902344,Adj Close
2017-01-19,32.292964935302734,Adj Close
2017-01-20,32.041893005371094,Adj Close
2017-01-23,31.730224609375,Adj Close
2017-01-24,32.03322982788086,Adj Close
2017-01-25,33.14141082763672,Adj Close
2017-01-26,32.48343276977539,Adj Close
2017-01-27,32.041893005371094,Adj Close
2017-01-30,31.453174591064453,Adj Close
2017-01-31,31.695585250854492,Adj Close
2017-02-01,31.288677215576172,Adj Close
2017-02-02,30.933713912963867,Adj Close
2017-02-03,31.453174591064453,Adj Close
2017-02-06,31.886064529418945,Adj Close
2017-02-07,30.388282775878906,Adj Close
2017-02-08,30.42291259765625,Adj Close
2017-02-09,30.3709716796875,Adj Close
2017-02-10,30.44889259338379,Adj Close
2017-02-13,30.751901626586914,Adj Close
2017-02-14,32.24102020263672,Adj Close
2017-02-15,32.10249710083008,Adj Close
2017-02-16,32.05921173095703,Adj Close
2017-02-17,32.22370147705078,Adj Close
2017-02-21,32.73450469970703,Adj Close
2017-02-22,32.76047897338867,Adj Close
2017-02-23,32.24968338012695,Adj Close
2017-02-24,31.94666290283203,Adj Close
2017-02-27,32.266990661621094,Adj Close
2017-02-28,31.894710540771484,Adj Close
2017-03-01,32.405517578125,Adj Close
2017-03-02,32.69121551513672,Adj Close
2017-03-03,33.09812545776367,Adj Close
2017-03-06,32.821075439453125,Adj Close
2017-03-07,32.48343276977539,Adj Close
2017-03-08,32.597129821777344,Adj Close
2017-03-09,32.212303161621094,Adj Close
2017-03-10,32.212303161621094,Adj Close
2017-03-13,32.24728012084961,Adj Close
2017-03-14,32.32600021362305,Adj Close
2017-03-15,32.439701080322266,Adj Close
2017-03-16,32.43095779418945,Adj Close
2017-03-17,31.774991989135742,Adj Close
2017-03-20,31.232723236083984,Adj Close
2017-03-21,30.218162536621094,Adj Close
2017-03-22,30.07822608947754,Adj Close
2017-03-23,29.964521408081055,Adj Close
2017-03-24,30.22690773010254,Adj Close
2017-03-27,30.358104705810547,Adj Close
2017-03-28,31.101530075073242,Adj Close
2017-03-29,31.08403968811035,Adj Close
2017-03-30,30.970340728759766,Adj Close
2017-03-31,30.926607131958008,Adj Close
2017-04-03,29.885807037353516,Adj Close
2017-04-04,29.973270416259766,Adj Close
2017-04-05,29.737119674682617,Adj Close
2017-04-06,29.87706184387207,Adj Close
2017-04-07,29.483484268188477,Adj Close
2017-04-10,29.71088409423828,Adj Close
2017-04-11,29.667150497436523,Adj Close
2017-04-12,29.684640884399414,Adj Close
2017-04-13,29.203598022460938,Adj Close
2017-04-17,29.649660110473633,Adj Close
2017-04-18,29.46598243713379,Adj Close
2017-04-19,29.55345344543457,Adj Close
2017-04-20,29.8245849609375,Adj Close
2017-04-21,29.51846694946289,Adj Close
2017-04-24,29.658405303955078,Adj Close
2017-04-25,29.728376388549805,Adj Close
2017-04-26,30.069475173950195,Adj Close
2017-04-27,30.20941925048828,Adj Close
2017-04-28,30.296876907348633,Adj Close
2017-05-01,29.91204261779785,Adj Close
2017-05-02,29.037425994873047,Adj Close
2017-05-03,29.282316207885742,Adj Close
2017-05-04,28.993694305419922,Adj Close
2017-05-05,29.535951614379883,Adj Close
2017-05-08,29.71088409423828,Adj Close
2017-05-09,29.964521408081055,Adj Close
2017-05-10,29.938282012939453,Adj Close
2017-05-11,29.833324432373047,Adj Close
2017-05-12,29.404760360717773,Adj Close
2017-05-15,29.579689025878906,Adj Close
2017-05-16,29.229839324951172,Adj Close
2017-05-17,28.3552188873291,Adj Close
2017-05-18,28.398950576782227,Adj Close
2017-05-19,28.61760711669922,Adj Close
2017-05-22,28.792526245117188,Adj Close
2017-05-23,29.05491828918457,Adj Close
2017-05-24,29.037425994873047,Adj Close
2017-05-25,28.512651443481445,Adj Close
2017-05-26,28.923725128173828,Adj Close
2017-05-30,29.326047897338867,Adj Close
2017-05-31,29.675901412963867,Adj Close
2017-06-01,30.113204956054688,Adj Close
2017-06-02,30.130701065063477,Adj Close
2017-06-05,30.13944435119629,Adj Close
2017-06-06,30.113204956054688,Adj Close
2017-06-07,30.369680404663086,Adj Close
2017-06-08,30.16626739501953,Adj Close
2017-06-09,30.369680404663086,Adj Close
2017-06-12,30.670368194580078,Adj Close
2017-06-13,30.52001953125,Adj Close
2017-06-14,30.608463287353516,Adj Close
2017-06-15,30.599618911743164,Adj Close
2017-06-16,30.32546615600586,Adj Close
2017-06-19,30.378520965576172,Adj Close
2017-06-20,30.422740936279297,Adj Close
2017-06-21,30.183956146240234,Adj Close
2017-06-22,30.237018585205078,Adj Close
2017-06-23,30.245861053466797,Adj Close
2017-06-26,30.52886390686035,Adj Close
2017-06-27,30.254711151123047,Adj Close
2017-06-28,30.58193016052246,Adj Close
2017-06-29,30.829557418823242,Adj Close
2017-06-30,30.891464233398438,Adj Close
2017-07-03,31.45746421813965,Adj Close
2017-07-05,30.96221160888672,Adj Close
2017-07-06,30.838401794433594,Adj Close
2017-07-07,30.900306701660156,Adj Close
2017-07-10,31.121400833129883,Adj Close
2017-07-11,31.30712890625,Adj Close
2017-07-12,31.39556312561035,Adj Close
2017-07-13,31.713947296142578,Adj Close
2017-07-14,32.14727783203125,Adj Close
2017-07-17,32.173824310302734,Adj Close
2017-07-18,32.21803665161133,Adj Close
2017-07-19,32.253414154052734,Adj Close
2017-07-20,32.20034408569336,Adj Close
2017-07-21,31.899654388427734,Adj Close
2017-07-24,31.67856216430664,Adj Close
2017-07-25,31.45746421813965,Adj Close
2017-07-26,31.50168800354004,Adj Close
2017-07-27,31.784685134887695,Adj Close
2017-07-28,31.634347915649414,Adj Close
2017-07-31,31.820066452026367,Adj Close
2017-08-01,30.74112319946289,Adj Close
2017-08-02,30.794179916381836,Adj Close
2017-08-03,30.74995994567871,Adj Close
2017-08-04,31.192157745361328,Adj Close
2017-08-07,31.21868324279785,Adj Close
2017-08-08,31.298276901245117,Adj Close
2017-08-09,31.20099449157715,Adj Close
2017-08-10,30.847244262695312,Adj Close
2017-08-11,30.891464233398438,Adj Close
2017-08-14,31.36902618408203,Adj Close
2017-08-15,31.430936813354492,Adj Close
2017-08-16,31.616657257080078,Adj Close
2017-08-17,30.953371047973633,Adj Close
2017-08-18,30.803030014038086,Adj Close
2017-08-21,30.873775482177734,Adj Close
2017-08-22,31.21868324279785,Adj Close
2017-08-23,31.386716842651367,Adj Close
2017-08-24,31.413253784179688,Adj Close
2017-08-25,31.483999252319336,Adj Close
2017-08-28,31.404403686523438,Adj Close
2017-08-29,31.413253784179688,Adj Close
2017-08-30,31.67856216430664,Adj Close
2017-08-31,32.31532287597656,Adj Close
2017-09-01,33.0405158996582,Adj Close
2017-09-05,32.925540924072266,Adj Close
2017-09-06,33.65821075439453,Adj Close
2017-09-07,33.31522750854492,Adj Close
2017-09-08,33.396461486816406,Adj Close
2017-09-11,33.712364196777344,Adj Close
2017-09-12,34.19977569580078,Adj Close
2017-09-13,34.488609313964844,Adj Close
2017-09-14,35.01212692260742,Adj Close
2017-09-15,35.093360900878906,Adj Close
2017-09-18,34.831600189208984,Adj Close
2017-09-19,34.93088912963867,Adj Close
2017-09-20,35.093360900878906,Adj Close
