,index,Date,High,Low,Open,Close,Volume,Adj Close,ValueType
0,0,2017-01-03,35.56999969482422,34.84000015258789,34.97999954223633,35.150001525878906,10904900.0,30.431575775146484,Actual
1,0,2017-01-03,35.56999969482422,34.84000015258789,34.97999954223633,35.150001525878906,10904900.0,33.171212820477905,Predicted
2,1,2017-01-04,37.2400016784668,35.470001220703125,35.599998474121094,37.09000015258789,23388500.0,32.11116027832031,Actual
3,1,2017-01-04,37.2400016784668,35.470001220703125,35.599998474121094,37.09000015258789,23388500.0,35.18884657148206,Predicted
4,2,2017-01-05,37.04999923706055,36.06999969482422,37.0099983215332,36.38999938964844,15636700.0,31.505117416381836,Actual
5,2,2017-01-05,37.04999923706055,36.06999969482422,37.0099983215332,36.38999938964844,15636700.0,33.96080785885076,Predicted
6,3,2017-01-06,36.54999923706055,35.93000030517578,36.40999984741211,35.9900016784668,13240100.0,31.158809661865234,Actual
7,3,2017-01-06,36.54999923706055,35.93000030517578,36.40999984741211,35.9900016784668,13240100.0,33.46994959234789,Predicted
8,9,2017-01-17,37.689998626708984,37.16999816894531,37.34000015258789,37.310001373291016,8225700.0,32.30162048339844,Actual
9,9,2017-01-17,37.689998626708984,37.16999816894531,37.34000015258789,37.310001373291016,8225700.0,34.94060176752322,Predicted
10,15,2017-01-25,38.380001068115234,37.599998474121094,37.709999084472656,38.279998779296875,20745200.0,33.14141082763672,Actual
11,15,2017-01-25,38.380001068115234,37.599998474121094,37.709999084472656,38.279998779296875,20745200.0,35.156802345638894,Predicted
12,19,2017-01-31,36.650001525878906,36.119998931884766,36.25,36.61000061035156,10679000.0,31.695585250854492,Actual
13,19,2017-01-31,36.650001525878906,36.119998931884766,36.25,36.61000061035156,10679000.0,34.205090392659585,Predicted
14,20,2017-02-01,37.11000061035156,35.86000061035156,36.68000030517578,36.13999938964844,13744100.0,31.288677215576172,Actual
15,20,2017-02-01,37.11000061035156,35.86000061035156,36.68000030517578,36.13999938964844,13744100.0,34.24305286933537,Predicted
16,21,2017-02-02,36.13999938964844,35.470001220703125,36.08000183105469,35.72999954223633,11893700.0,30.933713912963867,Actual
17,21,2017-02-02,36.13999938964844,35.470001220703125,36.08000183105469,35.72999954223633,11893700.0,33.39763576426775,Predicted
18,26,2017-02-09,35.400001525878906,35.02000045776367,35.13999938964844,35.08000183105469,14834000.0,30.3709716796875,Actual
19,26,2017-02-09,35.400001525878906,35.02000045776367,35.13999938964844,35.08000183105469,14834000.0,32.375580913678334,Predicted
20,27,2017-02-10,35.31999969482422,35.08000183105469,35.209999084472656,35.16999816894531,10321800.0,30.44889259338379,Actual
21,27,2017-02-10,35.31999969482422,35.08000183105469,35.209999084472656,35.16999816894531,10321800.0,32.6354960889172,Predicted
22,29,2017-02-14,37.400001525878906,36.66999816894531,36.720001220703125,37.2400016784668,31403300.0,32.24102020263672,Actual
23,29,2017-02-14,37.400001525878906,36.66999816894531,36.720001220703125,37.2400016784668,31403300.0,33.39371222233545,Predicted
24,30,2017-02-15,37.11000061035156,36.599998474121094,36.95000076293945,37.08000183105469,15674400.0,32.10249710083008,Actual
25,30,2017-02-15,37.11000061035156,36.599998474121094,36.95000076293945,37.08000183105469,15674400.0,34.13813336475867,Predicted
26,33,2017-02-21,38.099998474121094,37.41999816894531,37.599998474121094,37.810001373291016,14549200.0,32.73450469970703,Actual
27,33,2017-02-21,38.099998474121094,37.41999816894531,37.599998474121094,37.810001373291016,14549200.0,35.080995517125885,Predicted
28,36,2017-02-24,37.189998626708984,36.56999969482422,36.869998931884766,36.900001525878906,13060100.0,31.94666290283203,Actual
29,36,2017-02-24,37.189998626708984,36.56999969482422,36.869998931884766,36.900001525878906,13060100.0,34.319907659555426,Predicted
30,37,2017-02-27,37.36000061035156,36.86000061035156,36.91999816894531,37.27000045776367,10091800.0,32.266990661621094,Actual
31,37,2017-02-27,37.36000061035156,36.86000061035156,36.91999816894531,37.27000045776367,10091800.0,34.78536440472281,Predicted
32,40,2017-03-02,38.099998474121094,37.25,37.369998931884766,37.7599983215332,14935100.0,32.69121551513672,Actual
33,40,2017-03-02,38.099998474121094,37.25,37.369998931884766,37.7599983215332,14935100.0,35.23475909254795,Predicted
34,46,2017-03-10,37.189998626708984,36.77000045776367,37.099998474121094,36.83000183105469,18653600.0,32.212303161621094,Actual
35,46,2017-03-10,37.189998626708984,36.77000045776367,37.099998474121094,36.83000183105469,18653600.0,33.56000937292792,Predicted
36,47,2017-03-13,37.130001068115234,36.83000183105469,37.0,36.869998931884766,10120700.0,32.24728012084961,Actual
37,47,2017-03-13,37.130001068115234,36.83000183105469,37.0,36.869998931884766,10120700.0,34.15067805973209,Predicted
38,49,2017-03-15,37.15999984741211,36.790000915527344,37.06999969482422,37.09000015258789,28089800.0,32.439701080322266,Actual
39,49,2017-03-15,37.15999984741211,36.790000915527344,37.06999969482422,37.09000015258789,28089800.0,33.01886475542062,Predicted
40,50,2017-03-16,37.119998931884766,36.77000045776367,37.09000015258789,37.08000183105469,12599000.0,32.43095779418945,Actual
41,50,2017-03-16,37.119998931884766,36.77000045776367,37.09000015258789,37.08000183105469,12599000.0,34.18054361264099,Predicted
42,51,2017-03-17,37.15999984741211,36.29999923706055,37.130001068115234,36.33000183105469,19603600.0,31.774991989135742,Actual
43,51,2017-03-17,37.15999984741211,36.29999923706055,37.130001068115234,36.33000183105469,19603600.0,33.46315820422254,Predicted
44,55,2017-03-23,34.459999084472656,33.790000915527344,34.0,34.2599983215332,14536600.0,29.964521408081055,Actual
45,55,2017-03-23,34.459999084472656,33.790000915527344,34.0,34.2599983215332,14536600.0,32.0585185731932,Predicted
